name,term,category,credits,dayOfWeek,period,location,isCompulsory,description,learningObjectives
ロボティクス実習,２期,実習,2,,,米山キャンパス,選択,製造・医療・広告・宅配等、様々な業種・業界でドローン・ロボットの利用が拡大され、求められる機能も多様化・複雑化がますます進むと考えられる中、ハードウェアの設計能力を基として、単腕ロボットやヒューマノイド型ロボットの運動制御、およびそのためのシステムインテグレーションを修得する。また、構造体・動力伝達部位などを構成するアクチュエータ・モーターの原理・機構や制御プログラミングなどについて学修する。,１．ロボティクスのニーズと意義を理解する。２．ロボットシステム技術と知能化技術の活用方法を理解する。３．マン・マシンインタフェース技術の活用方法を理解する。４．ロボティクスの構成を理解する。
不動産法入門,１期２期,講義,2,,,紫竹山キャンパス,選択,活力あるビジネスを実現するための重要な要素となる不動産取引について、その不動産取引の実践上で必要な法律の知識を修得するとともに、司法制度などを学修する。併せて、不動産を知る上で重要な法律を学修することにより、初歩的知識の修得を目指す。具体的な目標として、法律学習の入門としての知識を学修するとともに、不動産法の種類や構成、その内容や問題点の把握を通じて不動産法の全体像の理解を目指す。法律に興味を持つために、裁判傍聴なども予定している。不動産に関する国家資格である宅地建物取引士資格試験（宅建試験）の導入も行う。,１．不動産の取引に関する法律を理解することができる。２．不動産に関する法令上の制限を理解することができる。３．不動産の税金や土地・建物等の基礎を理解することができる。
不動産法入門,１期,講義,2,木曜日,４時限,紫竹山キャンパス,選択,活力あるビジネスを実現するための重要な要素となる不動産取引について、その不動産取引の実践上で必要な法律の知識を修得するとともに、司法制度などを学修する。併せて、不動産を知る上で重要な法律を学修することにより、初歩的知識の修得を目指す。具体的な目標として、法律学習の入門としての知識を学修するとともに、不動産法の種類や構成、その内容や問題点の把握を通じて不動産法の全体像の理解を目指す。法律に興味を持つために、裁判傍聴なども予定している。不動産に関する国家資格である宅地建物取引士資格試験（宅建試験）の導入も行う。,１．不動産の取引に関する法律を理解することができる。２．不動産に関する法令上の制限を理解することができる。３．不動産の税金や土地・建物等の基礎を理解することができる。
不動産取引演習,２期,演習,2,木曜日,４時限,紫竹山キャンパス,選択,不動産取引を行うための基礎知識と実践力を養成する。具体的には、宅地建物取引業法、土地および建物についての権利及び権利の変動に関する法令（民法、借地借家法、区分所有法、不動産登記法等）、土地及び建物についての法令上の制限（都市計画法、建築基準法等）、宅地及び建物についての税に関する法令等について具体的な事例を基にした演習を通じ学修する。法律に興味を持つため、裁判を傍聴するなどの実習も予定している。不動産に関する国家資格である宅地建物取引士資格試験（宅建試験）の導入も行う。,１．不動産の取引に関する法律を理解することができる。２．不動産に関する法令上の制限を理解することができる。３．不動産の税金や土地・建物等の基礎を理解することができる。
中国語コミュニケーション,３期４期,演習,1,,,米山キャンパス,自由,中国語のピンイン、簡体字、簡単な文法をマスターし、中国語で日常会話ができることを目指す。中国の伝統行事や風俗習慣などについても学ぶ。,1、ピンインと声調を理解し、発音することがができる。2、基本文型をマスターし、応用することができる。3、中国語で簡単な日常会話ができる。
中国語コミュニケーション,１期,演習,1,,,,自由,中国語のピンイン、簡体字、簡単な文法をマスターし、中国語で日常会話ができることを目指す。中国の伝統行事や風俗習慣などについても学ぶ。,1、ピンインと声調を理解し、発音することがができる。2、基本文型をマスターし、応用することができる。3、中国語で簡単な日常会話ができる。
中国語コミュニケーション,３期４期,演習,1,水曜日,１時限,米山キャンパス,自由,中国語のピンイン、簡体字、簡単な文法をマスターし、中国語で日常会話ができることを目指す。中国の伝統行事や風俗習慣などについても学ぶ。,1、ピンインと声調を理解し、発音することがができる。2、基本文型をマスターし、応用することができる。3、中国語で簡単な日常会話ができる。
中国語コミュニケーション,３期４期,演習,1,水曜日,１時限,米山キャンパス,自由,中国語のピンイン、簡体字、簡単な文法をマスターし、中国語で日常会話ができることを目指す。中国の伝統行事や風俗習慣などについても学ぶ。,1、ピンインと声調を理解し、発音することがができる。2、基本文型をマスターし、応用することができる。3、中国語で簡単な日常会話ができる。
中国語コミュニケーション,３期４期,演習,1,水曜日,１時限,古町ルフルキャンパス,自由,中国語のピンイン、簡体字、簡単な文法をマスターし、中国語で日常会話ができることを目指す。中国の伝統行事や風俗習慣などについても学ぶ。,1、ピンインと声調を理解し、発音することがができる。2、基本文型をマスターし、応用することができる。3、中国語で簡単な日常会話ができる。
事業計画策定総合実習（市川昌史先生）,通年,実習,4,木曜日,４時限,紫竹山キャンパス,,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業計画策定総合実習（明珍儀隆先生）,通年,実習,4,水曜日,２時限,紫竹山キャンパス,必修,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。 ２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業計画策定総合実習（小川元也先生）,通年,実習,4,火曜日,３時限,紫竹山キャンパス,必修,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。 ２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業計画策定総合実習（星和樹先生）,通年,実習,4,木曜日,３時限,紫竹山キャンパス,必修,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。 ２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業計画策定総合実習（渡辺康英先生）,通年,実習,4,火曜日,３時限,紫竹山キャンパス,必修,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。 ２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業計画策定総合実習（鈴木美貴先生）,通年,実習,4,木曜日,３時限,紫竹山キャンパス,,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。 ２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業計画策定総合実習（阿部俊光先生）,通年,実習,4,木曜日,３時限,紫竹山キャンパス,必修,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。 ２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業計画策定総合実習（村山賢誌先生）,通年,実習,4,月曜日,３時限,紫竹山キャンパス,,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。 ２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業計画策定総合実習（東城歩先生）,１期２期,実習,4,月曜日,３時限,紫竹山キャンパス,必修,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。 ２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業計画策定総合実習（松澤孝紀先生）,通年,実習,4,火曜日,１時限,紫竹山キャンパス,必修,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。 ２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業計画策定総合実習（西村伸也先生）,通年,実習,4,火曜日,３時限,紫竹山キャンパス,必修,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。 ２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業計画策定総合実習（庄司義弘先生）,通年,実習,4,火曜日,３時限,紫竹山キャンパス,必修,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。 ２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業計画策定総合実習（福田稔先生）,通年,実習,4,木曜日,３時限,紫竹山キャンパス,必修,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。 ２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業計画策定総合実習（石川秀才先生）,通年,実習,4,火曜日,３時限,紫竹山キャンパス,必修,新規事業開発の専門職業人として、実践的かつ応用的な能力を総合的に高めるために、職業専門科目を中心に身に付けた知識・技能を統合した解決力・創造力を身に付けるための総合的な実習を実施する。具体的には、事業開発についての調査や分析を行い、その結果を基に、地域産業の振興のための具体的な事業計画の考案から実現方策の立案までを実践的に学修する。また、指導教員との議論や学生同士の討議、共同作業等を通して、コミュニケーション能力やディベ－ト力、プレゼンテ－ション能力の向上を図る。,１．新規事業開発について計画的に準備を進めることができる。 ２．分かりやすい発表ができる。３．指摘された問題点を修正し計画に反映させることできる。４．新規事業を開発し計画にまとめ発表できる。
事業承継演習,２期,演習,2,,,紫竹山キャンパス,選択,事業承継における人材の確保及び育成、事業資金やノウハウ等、事業経営に必要な経営資源及び承継後の事業拡大を見据えた伝統の承継とイノベーションの双方を含む事業計画の策定方法についての理解を深めるとともに、承継後の企業経営のパートナーである銀行の業務内容及び融資業務のプロセス、事業承継の進め方等について、実務的な側面から学修する。(オムニバス方式／全15回）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　事業承継についての事例研究及び演習を課題として、方針の検討から計画の立案、調査、検討、実行までの一連の流れについて学修する。事業承継についての計画の立案、検討、実行について総合的に演習にて学修する。　　　,１．事業継承の場面に応じてどのようなルールがあるかを理解する。２．事業継承における事業計画の策定を理解する。３．グループの協働で成果をまとめあげることができる。
事業承継演習,４期,演習,2,,,紫竹山キャンパス,選択,事業承継演習は、中小企業の事業承継に関する特有の問題を理解し、地域金融機関の実務で行われる事業承継計画の策定と実践のプロセスを習得することを目的とする。この講義・演習の学修は、本学のディプロマポリシーのうち「地域の魅力や特徴を理解し、地域の資源を活用するための知識や方法と高い付加価値を生み出すための問題や課題を解決していく能力を身に付けている」に対応している。,1．中小企業の事業承継の特徴と地域金融機関の関わりにについて理解する。2．事業承継計画の策定と実践の過程を理解する。3．事業承継計画の策定をグループワークによりまとめ成果として発表する。
事業承継・M＆A,１期２期,演習,2,,,紫竹山キャンパス,,中小企業の事業承継に関する特有の問題を理解し、地域金融機関の実務で行われる事業承継計画の策定と実践のプロセスを習得することを目的とする。この講義・演習の学修は、本学のディプロマポリシーのうち「地域の魅力や特徴を理解し、地域の資源を活用するための知識や方法と高い付加価値を生み出すための問題や課題を解決していく能力を身に付けている」に対応している。,1．中小企業の事業承継の特徴と地域金融機関の関わりにについて理解する。2．事業承継計画の策定と実践の過程を理解する。3．事業承継計画の策定をグループワークによりまとめ成果として発表する。
事業開発実習,１期２期,実習,4,,,紫竹山キャンパス,必修選択,商品開発実習などでは、発表するまでがゴールで、それを実行するまでの事は考えられていなかったと思われる。本実習ではプランを実際に実行することを想定し、今一度、考えられたプランの意義、それを実行するメンバーの選定や組織運営手法、またその組織のおかれている状況において事業計画の進め方が異なってくるので、その進め方に関して実践的な内容で、各学生の実行能力を高めていくことを狙う。,１．優れた企業の事業計画の実践事例を学修する。２．新規事業のステージによって異なる運営方法を学ぶ３．アントレプレナーシップをもって創業や企画部門で活用できる新規事業計画策定の実践知を獲得する。
人的資源管理,１期２期,講義,2,,,紫竹山キャンパス,選択,組織の中のヒトのマネジメントに関する理論や制度について体系的に取り上げる。具体的には、雇用管理、人事考課、人材育成、賃金管理、労働時間管理、福利厚生などである。この科目においては、人的資源管理の理論的考え方を学修することで、それを実際の企業事例に応用するための専門知識やスキルを習得することを目指す。,１．人的資源管理の理論フレームワークを体系的に説明できる。２．将来、人事部門担当者として仕事をしていくために必要な能力を身につけることができる。
企画制作技術演習,４期,演習,2,木曜日,４時限,古町ルフルキャンパス,選択,映画の撮影は、アニメで言えば作画工程に相当する重要な部分。映画制作技術には、大きく分けて撮影、美術（衣装等も含む）、録音、編集の４部門がある。それに撮影のための脚本分析と制作手順概要を加え、２コマ連続授業で班に分かれての演習を行う。基本技術を習得後、作品撮影は集中演習「物語芸術workshopⅡ(実写映画制作)」で行う。,１．映画製作技術を体験を通して概観し、各工程の概要・目的を理解している。２．製作全体の進行に留意できる、集団製作意識を育む。
企画開発基礎および演習ⅠA,３期,演習,1,金曜日,２時限,古町ルフルキャンパス,必修,メディア芸術の企画開発においては、物語を生み出す力とチーム間のコミュニケーション能力がなによりも重要である。物語の構造や、人を惹きつける物語に必要な要素を分析し、物語論の基礎知識を得るとともに、物語を発想する柔軟な思考力を磨き、グループで一つの物語（企画）を作り上げる際に必要となってくるコミュニケーションの重要性と技法を学ぶ。,１. 企画を生み出す柔軟な思考力と実行力を習得する。２. 作品を制作、プレゼンする体験を通し、他者との創造的協働に必要な力を磨く。３. 効果的なプレゼンのやり方と批評を学ぶ。
企画開発基礎および演習ⅠB,３期,演習,1,金曜日,３時限,古町ルフルキャンパス,必修,メディア芸術の企画開発においては、物語を生み出す力とチーム間のコミュニケーション能力がなによりも重要である。物語の構造や、人を惹きつける物語に必要な要素を分析し、物語論の基礎知識を得るとともに、物語を発想する柔軟な思考力を磨き、グループで一つの物語（企画）を作り上げる際に必要となってくるコミュニケーションの重要性と技法を学ぶ。,１. 企画を生み出す柔軟な思考力と実行力を習得する。２. 作品を制作、プレゼンする体験を通し、他者との創造的協働に必要な力を磨く。３. 効果的なプレゼンのやり方と批評を学ぶ。
企画開発基礎および演習Ⅱ,４期,演習,1,金曜日,３時限,古町ルフルキャンパス,必修,物語の起承転結、人物描写に必要な要素、サブテキスト、モチーフ、エモーショナルアークといった創作理論の基礎を学習する。また、映像作品の具体的なシーンを参照しながら分析を試みることによって、物語創作における様々な表現形態を学ぶ。グループ演習として絵本を制作し、宣伝プランも含めた企画開発の力を身につける。,１. 物語工学とキャラクター造形の基礎を理解する。２. 演習課題のディスカッション、プレゼンを通して、人の話を聴く力、自分の考えを伝える力を習得する。３. 演習課題を通し、企画開発に関する知見を深める。
企画プロデュース演習,３期,演習,1,木曜日,５時限,古町ルフルキャンパス,選択,物語芸術workshopⅡ(実写映画制作)に向けた演習。10分程度の短編映画のシナリオを全員が書き、２～３本の撮影稿を学生同士のディスカッションによって決定。その企画のブラッシュアップと撮影に向けたロケーション調査・キャスティングなどを行う。これらによって映画製作の企画開発段階の実作業を理解することができる。,１．映像表現の幅広さを理解している。２．映像制作企画プロデュースの立案に必要な要素を理解している。３．集団製作に於ける意思疎通の手法を学ぶ。
企画プロデュースゼミ,１期２期,実習,1,水曜日,１時限,古町ルフルキャンパス,選択,クールジャパンと称されるアニメ・マンガ・ゲームを中心とした文化は、実は近代以降でフランスとアメリカしかなしえなかった文化的制覇でもある。しかしその果実の回収や将来的持続性には大きな差がある。ハリウッド型の世界戦略、あるいはフランス型の政治的主導による文化戦略の手法を参考にしながら、クールジャパンの今後の国際展開の可能性を展望する。,１．ここまでの学修を総合し、批評的視点と、ビジネス的視点の両サイドから、文化全体像に於けるジャパンコンテンツの展望について、論理的思考に基づいた研究分析が出来る。２．各回授業に於いて、考え方・視点の多様性を体感しつつ、最終的に研究分野を絞り、研究レポートとして提出する事ができる。
企業会計実務,１期２期,講義,2,,,紫竹山キャンパス,選択,第１回から８回では、購買活動や販売活動など、企業外部との取引を記録・計算 する技能で、企業を取り巻く関係者(経営管理者・取引先・出資者等)に対し、適切、かつ正確な報告(決算書作成)を行うための知識等を学び、第９回から１５回では、企業内部での部門別や製品別の材料・燃料・人力などの資源の投入を記録・計算するなど経営管理に必須の知識等を学びます。　　　　　　　　　　　　　　,この講義を受講することで、　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　１、日商簿記検定2級レベル（商業簿記分野）の会計処理を理解するために必要な知識を修得することできます。 　　　　　　　　　　　　　　　　　　　　　　　　　２、日商簿記検定2級レベル（工業簿記分野）の会計処理を理解するために必要な知識を修得することできます。
企業内実習Ⅰ,３期４期,臨地実務実習,2,,,紫竹山キャンパス,必修,ビジネス現場における他者との相互理解や円滑に仕事を進めるうえで信頼関係を築くことの重要性について、実際の企業現場で業務を体験することで理解し、企業活動における報告・連絡・相談の必要性や社会人としての身だしなみ・マナーについてもその能力と態度を身に付ける。実習先企業の事業内容が地域社会に果たす役割や企業人としての責任の自覚や他者と協調・協働して行動することの大切さを理解し、企業活動について考察する態度を身に付ける。,１．企業活動において必要となるビジネスマナー及び社会人としてのマナーを理解し、実践する。２．臨地実務実習先の企業における各部署、部門の仕事、業務内容、役割を正しく理解し組織全体の構造、仕組を理解する。３．日常業務におけるコミュニケーションにおいて、聞き手にわかりやすく、また、重要となるポイントを明確かつ正確に伝えるためにわかりやすい表現とは何かを理解する。４．価値観の異なる他者と協働し、互いに貢献し合いながらチームとして成果を生み出すことの意義を理解し、実践できる。
企業内実習Ⅱ,３期４期,臨地実務実習,9,,,紫竹山キャンパス,必修,職業人としての基本的なビジネススキルを身に付けたうえで、組織（企業、自治体など）における実務を経験する。実習先において、マーケティング視点で企画を立案し、実行計画を提案する。実習を通じて、地域の魅力や社会課題を認識し、その改善に向けた提言を行う。,１．職業人として必要な基本的なビジネススキルを身に付ける。２．臨地実務実習先における各部署、部門の仕事、業務内容、役割を正しく理解し組織全体の構造、仕組を理解する。３．臨地実務実習先の業務を補助または経験し、目的や意義を理解したうえで、改善アイデアを提案できる。４．臨地実務実習先の目標や課題を理解したうえで、戦略や施策を提案できる。５．プレゼンテーションにおいて、聞き手にわかりやすく、重要なポイントを明確かつ正確に伝えることができる。
企業内実習Ⅱ,３期４期,臨地実務実習,4,,,紫竹山キャンパス,必修,実習先企業の市場における企業価値や業界でのポジショニングを認識し、企業経営者のリーダーシップ、経営目標の設定や行動計画の策定、経営判断の考え方、経営課題への取り組み方などを実際の業務や経営管理者とのミーティングを通して考察することにより、経営課題を踏まえた目標設定や行動計画を策定し、実習先企業へのプレゼンテーションを体験することで、地域産業の振興や活性化を推進するための創造的な能力と実践的な態度を身に付けるとともに経営者マインドを醸成する。,１．臨地実務実習先の企業における各部署、部門の仕事、業務内容、役割を正しく理解し組織全体の構造、仕組を理解する。２．臨地実務実習先の企業の概要及び市場における企業価値やポジショニングを理解する。３．経営者や経営上層部が抱える戦略的課題を克服するために、必要な戦略・戦術等の理論と実践的なアクションプランを理解し、実践する。４．聞き手にわかりやすく、また、重要となるポイントを明確かつ正確に伝えるために必要なプレゼンテーションとは何か、また、どのような準備が必要なのかを理解する。５．変化する社会の動向に広く関心をもち、社会で求められる力・行動・考え方と自分自身の現状について、実習の経験をふまえて説明することができる。
企業内実習Ⅲ,３期４期,臨地実務実習,11,,,紫竹山キャンパス,必修,実習先企業の事業内容、社会的役割を理解し、業務現場の見学やヒアリング、実際の業務体験を通して自社の事業状況、自社の強みや弱みを把握し、業界事情の分析、市場の分析、競合他社の分析、社会環境の分析を踏まえて、実習先企業の抱える課題を認識し、課題の解決のための方策を考察する。この際、課題抽出のため、ここまでに学んだ経営戦略や経営組織の理解、マネジメントの理解、会計・財務に関する理論を総合的に活用し、課題解決策を企画提案書としてまとめ、実習先企業へのプレゼンテ－ションを体験することで、地域産業の振興や活性化を推進するための創造的な能力と実践的な態度を身に付ける。加えて、実習を自身の将来やキャリアを意識しながら取り組み、実習での経験を今後に活かしていくことを期待する。,１．臨地実務実習先の企業における各部署の仕事、業務内容、役割を正しく理解し組織全体の構造、仕組を理解し、市場におけるポジショニングを理解する。２．これまで学んだ経営、マーケティング、会計の理論を活用しながら企業における課題を抽出し、解決策を導くことができる。３．実習等の中で直面する課題や自分にとって困難な状況に向き合い、自身の役割を認識し自分ごと化した上で、チームでやりきることを経験をする。４．プレゼンテーションにおいて、課題解決に向けた施策を道筋を立て論理的かつ聞き手を意識したわかりやすいプレゼンテーションを実践できる。５．就職活動や起業などの今後の自身のキャリアを意識しながら実習に取り組み、実習の経験を自身の将来やキャリアに活かすことができる。
企業内実習Ⅲ,３期４期,臨地実務実習,6,,,紫竹山キャンパス,必修,実習先企業の事業内容、社会的役割を理解し、業務現場の見学やヒアリング、実際の業務体験を通して自社の事業状況、自社の強みや弱みを把握し、業界事情の分析、市場の分析、競合他社の分析、社会環境の分析を踏まえて、実習先企業の抱える課題を認識し、課題の解決のための方策を考察する。この際、課題抽出のため、ここまでに学んだ経営戦略や経営組織の理解、トップマネジメントの理解、会計・財務に関する理論を総合的に活用し、課題解決策を企画提案書としてまとめ、実習先企業へのプレゼンテ－ションを体験することで、地域産業の振興や活性化を推進するための創造的な能力と実践的な態度を身に付ける。,１．臨地実務実習先の企業における各部署、部門の仕事、業務内容、役割を正しく理解し組織全体の構造、仕組を理解する。２．臨地実務実習先の企業の概要及び市場における企業価値やポジショニングを理解する。３．ここまでに学んだ経営管理、マーケティング、会計理論を活用することで、企業活動における課題を抽出し、課題解決に向けた道筋や方策を理解する。４．価値観の異なる他者と協働し、互いに貢献し合いながらチームとして成果を生み出すことの意義を理解し、実践できる。５．実習等の中で直面する課題や自分にとって困難な状況に向き合い、やりきることを経験をする。６．企業内コミュニケーションにおいて、重要となる効果的なプレゼンテーションを実践できる。
企業リスク管理実践,１期２期,講義,2,月曜日,３時限,紫竹山キャンパス,選択,経営においては攻めだけでなく守りも重要ですが、その視点が欠落していたため、事業継続が困難となった組織の事例は多数あります。よって、経営者にはリスクマネジメントの知識・理論の習得は必要不可欠であると考えます。リスクマネジメントの国際標準規格であるISO31000のフレームワークを、ベンチャー企業や中小企業でも活用できるように分かりやすく解説し、講義内でリスクマネジメントの実践マニュアルが策定できるよう進めていきます。また、起業や新規事業に必要となる事業計画書にもリスクマネジメントや撤退要件を盛り込み、信頼性の高い事業計画書が策定できるようにします。さらに、リスクマネジメントとマーケティングの理論を融合し、リスクマネジメントが企業の信頼性の向上や売上にどのようにつながっていくのかまで理解を深めていきます。,１．リスクマネジメントのフレームワークを習得する。２．リスクマネジメントの実践知・実務を習得する。３．危機管理（広報対応含む）、BCP（事業継続計画）、CSR(企業の社会的責任)、コンプライアンス、リスクマネジメントによるブランディングの知識を習得する。
